ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
300030984,"City of Jefferson, Mayor","","","","City of Jefferson",123044,,300046391,"David Watkins",12/3/2024 1:26:02 PM,1,924,0.926780341023069,1/1
300030983,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",123045,,9901,"Write-in",12/3/2024 1:26:02 PM,3,141,0.0873065015479876,1/1
300030983,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",123045,,100073132,"David Kellogg",12/3/2024 1:26:02 PM,3,727,0.45015479876161,1/1
300030983,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",123045,,300046392,"Kate Gurley-Steele",12/3/2024 1:26:02 PM,3,747,0.462538699690402,1/1
300030988,"City of Keizer, Mayor","","","","City of Keizer",123046,,9901,"Write-in",12/3/2024 1:26:02 PM,1,92,0.00575611587311519,6/6
300030988,"City of Keizer, Mayor","","","","City of Keizer",123046,,100073133,"Cathy Clark",12/3/2024 1:26:02 PM,1,8310,0.519927422886817,6/6
300030988,"City of Keizer, Mayor","","","","City of Keizer",123046,,300046676,"Lore Christopher",12/3/2024 1:26:02 PM,1,7581,0.474316461240068,6/6
300030985,"City of Keizer, Councilor, Position #1","","","","City of Keizer",123047,,9901,"Write-in",12/3/2024 1:26:02 PM,1,95,0.00683256616800921,6/6
300030985,"City of Keizer, Councilor, Position #1","","","","City of Keizer",123047,,300046682,"Tammy Kunz",12/3/2024 1:26:02 PM,1,4864,0.349827387802071,6/6
300030985,"City of Keizer, Councilor, Position #1","","","","City of Keizer",123047,,300046683,"Marlene Parsons",12/3/2024 1:26:02 PM,1,8945,0.643340046029919,6/6
300030986,"City of Keizer, Councilor, Position #2","","","","City of Keizer",123048,,9901,"Write-in",12/3/2024 1:26:02 PM,1,285,0.0267530273162489,6/6
300030986,"City of Keizer, Councilor, Position #2","","","","City of Keizer",123048,,300045974,"Shaney Starr",12/3/2024 1:26:02 PM,1,10368,0.973246972683751,6/6
300030987,"City of Keizer, Councilor, Position #3","","","","City of Keizer",123049,,9901,"Write-in",12/3/2024 1:26:02 PM,1,249,0.0232753785754347,6/6
300030987,"City of Keizer, Councilor, Position #3","","","","City of Keizer",123049,,100073137,"Kyle Juran",12/3/2024 1:26:02 PM,1,10449,0.976724621424565,6/6
300031656,"City Of Mill City, Mayor","","","","City of Mill City",123050,,9901,"Write-in",12/3/2024 1:26:02 PM,1,7,0.0593220338983051,1/2
300031656,"City Of Mill City, Mayor","","","","City of Mill City",123050,,100034647,"Tim Kirsch",12/3/2024 1:26:02 PM,1,111,0.940677966101695,1/2
300031713,"City Of Mill City, Council Members (Vote For 4)","","","","City of Mill City",123051,,9901,"Write-in",12/3/2024 1:26:02 PM,4,3,0.0131578947368421,1/2
300031713,"City Of Mill City, Council Members (Vote For 4)","","","","City of Mill City",123051,,100056046,"Dawn E Plotts",12/3/2024 1:26:02 PM,4,87,0.381578947368421,1/2
300031713,"City Of Mill City, Council Members (Vote For 4)","","","","City of Mill City",123051,,300047115,"Misty R  Strasser",12/3/2024 1:26:02 PM,4,67,0.293859649122807,1/2
300031713,"City Of Mill City, Council Members (Vote For 4)","","","","City of Mill City",123051,,300047118,"Mike Van Atta",12/3/2024 1:26:02 PM,4,71,0.31140350877193,1/2
300030990,"City of Mt Angel, Mayor","","","","City of Mt Angel",123052,,9901,"Write-in",12/3/2024 1:26:02 PM,1,80,0.0668337510442774,1/1
300030990,"City of Mt Angel, Mayor","","","","City of Mt Angel",123052,,300046635,"Joseph Pfau",12/3/2024 1:26:02 PM,1,1117,0.933166248955723,1/1
300030989,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",123053,,9901,"Write-in",12/3/2024 1:26:02 PM,3,93,0.0325288562434418,1/1
300030989,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",123053,,100073157,"Shelley Otte",12/3/2024 1:26:02 PM,3,924,0.323189926547744,1/1
300030989,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",123053,,100073158,"David Hoffer",12/3/2024 1:26:02 PM,3,977,0.341727876880028,1/1
300030989,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",123053,,300046636,"Jack Belleque",12/3/2024 1:26:02 PM,3,865,0.302553340328786,1/1
300030991,"City of Salem, Mayor","","","","City of Salem",123054,,9901,"Write-in",12/3/2024 1:26:02 PM,1,3725,0.0959631089471108,32/36
300030991,"City of Salem, Mayor","","","","City of Salem",123054,,300044869,"Julie Hoy",12/3/2024 1:26:02 PM,1,35092,0.904036891052889,32/36
300030992,"City of Salem, Councilor, Ward 1","","","","City of Salem, Ward 1",123055,,9901,"Write-in",12/3/2024 1:26:02 PM,1,102,0.0294287362954414,5/6
300030992,"City of Salem, Councilor, Ward 1","","","","City of Salem, Ward 1",123055,,300044871,"Paul Tigan",12/3/2024 1:26:02 PM,1,3364,0.970571263704559,5/6
300030993,"City of Salem, Councilor, Ward 3","","","","City of Salem, Ward 3",123056,,9901,"Write-in",12/3/2024 1:26:02 PM,1,185,0.0336853605243991,4/4
300030993,"City of Salem, Councilor, Ward 3","","","","City of Salem, Ward 3",123056,,300044876,"Shane Matthews",12/3/2024 1:26:02 PM,1,5307,0.966314639475601,4/4
300030994,"City of Salem, Councilor, Ward 5","","","","City of Salem, Ward 5",123057,,9901,"Write-in",12/3/2024 1:26:02 PM,1,73,0.0193531283138918,6/6
300030994,"City of Salem, Councilor, Ward 5","","","","City of Salem, Ward 5",123057,,300044877,"Irvin M Brown",12/3/2024 1:26:02 PM,1,3699,0.980646871686108,6/6
300030995,"City of Salem, Councilor, Ward 7","","","","City of Salem, Ward 7",123058,,9901,"Write-in",12/3/2024 1:26:02 PM,1,136,0.0193154381479903,3/3
300030995,"City of Salem, Councilor, Ward 7","","","","City of Salem, Ward 7",123058,,300044879,"Vanessa Nordyke",12/3/2024 1:26:02 PM,1,6905,0.98068456185201,3/3
300030997,"City of Scotts Mills, Mayor","","","","City of Scotts Mills",123059,,9901,"Write-in",12/3/2024 1:26:02 PM,1,7,0.0344827586206897,1/1
300030997,"City of Scotts Mills, Mayor","","","","City of Scotts Mills",123059,,100073161,"Paul Brakeman",12/3/2024 1:26:02 PM,1,130,0.640394088669951,1/1
300030997,"City of Scotts Mills, Mayor","","","","City of Scotts Mills",123059,,300046068,"Jason K Axness",12/3/2024 1:26:02 PM,1,66,0.32512315270936,1/1
300030996,"City of Scotts Mills, Councilor (Vote For 3)","","","","City of Scotts Mills",123060,,9901,"Write-in",12/3/2024 1:26:02 PM,3,30,0.078740157480315,1/1
300030996,"City of Scotts Mills, Councilor (Vote For 3)","","","","City of Scotts Mills",123060,,100073897,"Aage Wurdinger",12/3/2024 1:26:02 PM,3,126,0.330708661417323,1/1
300030996,"City of Scotts Mills, Councilor (Vote For 3)","","","","City of Scotts Mills",123060,,300045976,"Shawna Axness",12/3/2024 1:26:02 PM,3,94,0.246719160104987,1/1
300030996,"City of Scotts Mills, Councilor (Vote For 3)","","","","City of Scotts Mills",123060,,300046073,"Jay Jackson",12/3/2024 1:26:02 PM,3,131,0.343832020997375,1/1
300030999,"City of Silverton, Mayor","","","","City of Silverton",123061,,9901,"Write-in",12/3/2024 1:26:02 PM,1,192,0.0449122807017544,2/2
300030999,"City of Silverton, Mayor","","","","City of Silverton",123061,,100085717,"Jason Freilinger",12/3/2024 1:26:02 PM,1,4083,0.955087719298246,2/2
300030998,"City of Silverton, Councilor (Vote For 3)","","","","City of Silverton",123062,,9901,"Write-in",12/3/2024 1:26:02 PM,3,280,0.0279804137104027,2/2
300030998,"City of Silverton, Councilor (Vote For 3)","","","","City of Silverton",123062,,100073464,"Elvi Cuellar Sutton",12/3/2024 1:26:02 PM,3,3015,0.301289097631658,2/2
300030998,"City of Silverton, Councilor (Vote For 3)","","","","City of Silverton",123062,,300045977,"Matthew Gaitan",12/3/2024 1:26:02 PM,3,2904,0.290196862196462,2/2
300030998,"City of Silverton, Councilor (Vote For 3)","","","","City of Silverton",123062,,300046453,"Kyle B Palmer",12/3/2024 1:26:02 PM,3,3808,0.380533626461477,2/2
300031001,"City of St Paul, Mayor","","","","City of St Paul",123063,,9901,"Write-in",12/3/2024 1:26:02 PM,1,11,0.0533980582524272,1/1
300031001,"City of St Paul, Mayor","","","","City of St Paul",123063,,100073160,"Martin K Waldo",12/3/2024 1:26:02 PM,1,195,0.946601941747573,1/1
300031000,"City of St Paul, Councilman (Vote For 2)","","","","City of St Paul",123064,,9901,"Write-in",12/3/2024 1:26:02 PM,2,12,0.0406779661016949,1/1
300031000,"City of St Paul, Councilman (Vote For 2)","","","","City of St Paul",123064,,300045978,"Tracy Fleck",12/3/2024 1:26:02 PM,2,139,0.471186440677966,1/1
300031000,"City of St Paul, Councilman (Vote For 2)","","","","City of St Paul",123064,,300046770,"Erika Gabbard",12/3/2024 1:26:02 PM,2,144,0.488135593220339,1/1
300031002,"City of Stayton, Councilor (Vote For 2)","","","","City of Stayton",123065,,9901,"Write-in",12/3/2024 1:26:02 PM,2,50,0.00971062342202369,1/1
300031002,"City of Stayton, Councilor (Vote For 2)","","","","City of Stayton",123065,,300045980,"Stephen Sims",12/3/2024 1:26:02 PM,2,1375,0.267042144105652,1/1
300031002,"City of Stayton, Councilor (Vote For 2)","","","","City of Stayton",123065,,300046416,"Luke Bauer",12/3/2024 1:26:02 PM,2,1363,0.264711594484366,1/1
300031002,"City of Stayton, Councilor (Vote For 2)","","","","City of Stayton",123065,,300046417,"Ken Carey",12/3/2024 1:26:02 PM,2,1416,0.275004855311711,1/1
300031002,"City of Stayton, Councilor (Vote For 2)","","","","City of Stayton",123065,,300046418,"Gary Frank",12/3/2024 1:26:02 PM,2,945,0.183530782676248,1/1
300031004,"City of Sublimity, Mayor","","","","City of Sublimity",123066,,9901,"Write-in",12/3/2024 1:26:02 PM,1,41,0.0314900153609831,1/1
300031004,"City of Sublimity, Mayor","","","","City of Sublimity",123066,,300046317,"Michael Taylor",12/3/2024 1:26:02 PM,1,1261,0.968509984639017,1/1
300031003,"City of Sublimity, Councilor (Vote For 2)","","","","City of Sublimity",123067,,9901,"Write-in",12/3/2024 1:26:02 PM,2,48,0.0240480961923848,1/1
300031003,"City of Sublimity, Councilor (Vote For 2)","","","","City of Sublimity",123067,,300046318,"Kerst Bosma",12/3/2024 1:26:02 PM,2,854,0.427855711422846,1/1
300031003,"City of Sublimity, Councilor (Vote For 2)","","","","City of Sublimity",123067,,300046320,"Kari Lowe",12/3/2024 1:26:02 PM,2,1094,0.54809619238477,1/1
300031006,"City of Turner, Mayor","","","","City of Turner",123068,,9901,"Write-in",12/3/2024 1:26:02 PM,1,49,0.0434782608695652,1/1
300031006,"City of Turner, Mayor","","","","City of Turner",123068,,100073167,"Steve Horning",12/3/2024 1:26:02 PM,1,1078,0.956521739130435,1/1
300031005,"City of Turner, Councilor (Vote For 3)","","","","City of Turner",123069,,9901,"Write-in",12/3/2024 1:26:02 PM,3,164,0.0984393757503001,1/1
300031005,"City of Turner, Councilor (Vote For 3)","","","","City of Turner",123069,,100073171,"Mike Schaufler",12/3/2024 1:26:02 PM,3,879,0.527611044417767,1/1
300031005,"City of Turner, Councilor (Vote For 3)","","","","City of Turner",123069,,300046927,"Jamie L Mattison",12/3/2024 1:26:02 PM,3,623,0.373949579831933,1/1
300031007,"City of Woodburn, Mayor","","","","City of Woodburn",123070,,9901,"Write-in",12/3/2024 1:26:02 PM,1,209,0.0341057441253264,7/7
300031007,"City of Woodburn, Mayor","","","","City of Woodburn",123070,,100085964,"Frank J Lonergan",12/3/2024 1:26:02 PM,1,5919,0.965894255874674,7/7
300031008,"City of Woodburn, Councilor, Ward 1","","","","City of Woodburn, Ward I",123071,,9901,"Write-in",12/3/2024 1:26:02 PM,1,16,0.020997375328084,1/1
300031008,"City of Woodburn, Councilor, Ward 1","","","","City of Woodburn, Ward I",123071,,300046828,"Lilia Brizuela",12/3/2024 1:26:02 PM,1,746,0.979002624671916,1/1
300031009,"City of Woodburn, Councilor, Ward 2","","","","City of Woodburn, Ward II",123072,,9901,"Write-in",12/3/2024 1:26:02 PM,1,14,0.0218068535825545,1/1
300031009,"City of Woodburn, Councilor, Ward 2","","","","City of Woodburn, Ward II",123072,,300045981,"Mark J Wilk",12/3/2024 1:26:02 PM,1,628,0.978193146417445,1/1
300031010,"City of Woodburn, Councilor, Ward 6","","","","City of Woodburn, Ward VI",123073,,9901,"Write-in",12/3/2024 1:26:02 PM,1,18,0.0276497695852535,1/1
300031010,"City of Woodburn, Councilor, Ward 6","","","","City of Woodburn, Ward VI",123073,,300046830,"Alma Grijalva",12/3/2024 1:26:02 PM,1,633,0.972350230414747,1/1
300031012,"Marion Soil & Water, Director, Zone 1","","","","Marion Soil & Water",131074,,9901,"Write-in",12/3/2024 1:26:02 PM,1,9323,1,115/115
300031012,"Marion Soil & Water, Director, Zone 1","","","","Marion Soil & Water",131074,,300047728,"No Candidate Filed",12/3/2024 1:26:02 PM,1,0,0,115/115
300031013,"Marion Soil & Water, Director, Zone 2","","","","Marion Soil & Water",131075,,9901,"Write-in",12/3/2024 1:26:02 PM,1,8378,1,115/115
300031013,"Marion Soil & Water, Director, Zone 2","","","","Marion Soil & Water",131075,,300047729,"No Candidate Filed",12/3/2024 1:26:02 PM,1,0,0,115/115
300031014,"Marion Soil & Water, Director, Zone 4","","","","Marion Soil & Water",131076,,9901,"Write-in",12/3/2024 1:26:02 PM,1,1436,0.0179909293643038,115/115
300031014,"Marion Soil & Water, Director, Zone 4","","","","Marion Soil & Water",131076,,300047166,"Angela Plowhead",12/3/2024 1:26:02 PM,1,78382,0.982009070635696,115/115
300031011,"Marion Soil & Water, Director, At Large #1","","","","Marion Soil & Water",131077,,9901,"Write-in",12/3/2024 1:26:02 PM,1,820,0.00883458849133241,115/115
300031011,"Marion Soil & Water, Director, At Large #1","","","","Marion Soil & Water",131077,,300045983,"Peggy Hart",12/3/2024 1:26:02 PM,1,56389,0.60752879321676,115/115
300031011,"Marion Soil & Water, Director, At Large #1","","","","Marion Soil & Water",131077,,300047169,"Tony Shepherd",12/3/2024 1:26:02 PM,1,35608,0.383636618291908,115/115
300001458,"Measure 115 Amends Constitution: Authorizes impeachment of statewide elected officials by Oregon Legislature with two-thirds vote by each House; establishes process","","","","State Measure",217079,,1,"Yes",12/3/2024 1:26:02 PM,1,89601,0.605645417491872,1148/1314
300001458,"Measure 115 Amends Constitution: Authorizes impeachment of statewide elected officials by Oregon Legislature with two-thirds vote by each House; establishes process","","","","State Measure",217079,,2,"No",12/3/2024 1:26:02 PM,1,58342,0.394354582508128,1148/1314
300001461,"Measure 116 Amends Constitution: Establishes 'Independent Public Service Compensation Commission' to determine salaries for specified officials; eliminates legislative authority to set such salaries","","","","State Measure",217080,,1,"Yes",12/3/2024 1:26:02 PM,1,64133,0.440189712685492,1148/1314
300001461,"Measure 116 Amends Constitution: Establishes 'Independent Public Service Compensation Commission' to determine salaries for specified officials; eliminates legislative authority to set such salaries","","","","State Measure",217080,,2,"No",12/3/2024 1:26:02 PM,1,81561,0.559810287314508,1148/1314
300001462,"Measure 117 Gives voters option to rank candidates in order of preference; candidate receiving majority of votes in final round wins","","","","State Measure",217081,,1,"Yes",12/3/2024 1:26:02 PM,1,52631,0.353848015651578,1148/1314
300001462,"Measure 117 Gives voters option to rank candidates in order of preference; candidate receiving majority of votes in final round wins","","","","State Measure",217081,,2,"No",12/3/2024 1:26:02 PM,1,96108,0.646151984348422,1148/1314
300001463,"Measure 118 Increases highest corporate minimum taxes; distributes revenue to eligible individuals; state replaces reduced federal benefits","","","","State Measure",217082,,1,"Yes",12/3/2024 1:26:02 PM,1,32412,0.217269186681772,1148/1314
300001463,"Measure 118 Increases highest corporate minimum taxes; distributes revenue to eligible individuals; state replaces reduced federal benefits","","","","State Measure",217082,,2,"No",12/3/2024 1:26:02 PM,1,116767,0.782730813318228,1148/1314
300001464,"Measure 119 Cannabis retailers/processors must remain neutral regarding communications to their employees from labor organizations; penalties","","","","State Measure",217083,,1,"Yes",12/3/2024 1:26:02 PM,1,75558,0.520845396641575,1148/1314
300001464,"Measure 119 Cannabis retailers/processors must remain neutral regarding communications to their employees from labor organizations; penalties","","","","State Measure",217083,,2,"No",12/3/2024 1:26:02 PM,1,69510,0.479154603358425,1148/1314
300001427,"24-508 City of Hubbard: Prohibits psilocybin businesses within Hubbard.","","","","City of Hubbard",323078,,1,"Yes",12/3/2024 1:26:02 PM,1,833,0.630105900151286,1/1
300001427,"24-508 City of Hubbard: Prohibits psilocybin businesses within Hubbard.","","","","City of Hubbard",323078,,2,"No",12/3/2024 1:26:02 PM,1,489,0.369894099848714,1/1
300001422,"24-506 City of Jefferson: Prohibits psilocybin-related businesses within the City of Jefferson","","","","City of Jefferson",323079,,1,"Yes",12/3/2024 1:26:02 PM,1,972,0.626692456479691,1/1
300001422,"24-506 City of Jefferson: Prohibits psilocybin-related businesses within the City of Jefferson","","","","City of Jefferson",323079,,2,"No",12/3/2024 1:26:02 PM,1,579,0.373307543520309,1/1
300001397,"24-505 City of Mt Angel: Prohibits psilocybin-related businesses within the City of Mt. Angel","","","","City of Mt Angel",323080,,1,"Yes",12/3/2024 1:26:02 PM,1,1091,0.660411622276029,1/1
300001397,"24-505 City of Mt Angel: Prohibits psilocybin-related businesses within the City of Mt. Angel","","","","City of Mt Angel",323080,,2,"No",12/3/2024 1:26:02 PM,1,561,0.339588377723971,1/1
300001389,"24-504 City of Woodburn: Bonds constructing community center for recreation, fitness, aquatics, and events.","","","","City of Woodburn",323081,,1,"Yes",12/3/2024 1:26:02 PM,1,3495,0.399977111467155,7/7
300001389,"24-504 City of Woodburn: Bonds constructing community center for recreation, fitness, aquatics, and events.","","","","City of Woodburn",323081,,2,"No",12/3/2024 1:26:02 PM,1,5243,0.600022888532845,7/7
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa C.C.",325038,,1,"Yes",12/3/2024 1:26:02 PM,1,65428,0.450258753578507,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa C.C.",325038,,2,"No",12/3/2024 1:26:02 PM,1,79884,0.549741246421493,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa Community College",325056,,1,"Yes",12/3/2024 1:26:02 PM,1,65428,0.450258753578507,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa Community College",325056,,2,"No",12/3/2024 1:26:02 PM,1,79884,0.549741246421493,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa C.C.",325066,,1,"Yes",12/3/2024 1:26:02 PM,1,65428,0.450258753578507,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa C.C.",325066,,2,"No",12/3/2024 1:26:02 PM,1,79884,0.549741246421493,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa Community College",325082,,1,"Yes",12/3/2024 1:26:02 PM,1,65428,0.450258753578507,136/159
300001387,"24-507 Chemeketa Community College: Bonds to Upgrade and Enhance CTE, Technology, Facilities, and Safety","","","","Chemeketa Community College",325082,,2,"No",12/3/2024 1:26:02 PM,1,79884,0.549741246421493,136/159
300001447,"27-143 Central School District 13J: Bonds increase safety, construct, repair schools, improve facilities, address overcrowding.","","","","Central School District 13J",326039,,1,"Yes",12/3/2024 1:26:02 PM,1,24,0.4,2/6
300001447,"27-143 Central School District 13J: Bonds increase safety, construct, repair schools, improve facilities, address overcrowding.","","","","Central School District 13J",326039,,2,"No",12/3/2024 1:26:02 PM,1,36,0.6,2/6
300001447,"27-143 Central School District 13J: Bonds increase safety, construct, repair schools, improve facilities, address overcrowding.","","","","Central School District 13J",326043,,1,"Yes",12/3/2024 1:26:02 PM,1,24,0.4,2/6
300001447,"27-143 Central School District 13J: Bonds increase safety, construct, repair schools, improve facilities, address overcrowding.","","","","Central School District 13J",326043,,2,"No",12/3/2024 1:26:02 PM,1,36,0.6,2/6
300001447,"27-143 Central School District 13J: Bonds increase safety, construct, repair schools, improve facilities, address overcrowding.","","","","Central School District 13J",326083,,1,"Yes",12/3/2024 1:26:02 PM,1,24,0.4,2/6
300001447,"27-143 Central School District 13J: Bonds increase safety, construct, repair schools, improve facilities, address overcrowding.","","","","Central School District 13J",326083,,2,"No",12/3/2024 1:26:02 PM,1,36,0.6,2/6
